Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit 
,314,101,2,2.6,3.4,8.9,1,0.65
,302,105,4,4.3,4.1,9.46,0,0.49
,323,103,3,3.4,4.2,9.58,1,0.73
,300,102,4,4.1,4.0,9.48,0,0.46
,303,101,3,3.2,3.2,8.91,0,0.5
,324,104,3,3.5,4.2,9.64,1,0.74
,290,93,1,2.7,1.9,9.46,0,0.34
,307,99,2,2.2,2.7,8.37,1,0.56
,315,104,3,3.1,3.5,8.97,1,0.67
,317,102,3,3.0,3.7,9.26,1,0.68
,311,98,2,2.1,2.8,8.97,1,0.55
,306,103,3,3.3,3.4,8.98,0,0.55
,312,102,2,2.7,3.1,8.71,1,0.61
,296,97,1,2.1,2.1,8.39,0,0.42
,313,101,2,2.6,3.4,8.96,1,0.61
,320,105,3,3.3,3.8,9.29,1,0.71
,325,106,4,3.8,4.4,9.63,1,0.79
,313,102,2,2.6,3.2,8.62,1,0.62
,315,102,2,2.8,3.5,9.05,1,0.64
,309,104,3,3.5,3.6,9.06,0,0.58
,330,108,5,4.4,4.7,9.82,1,0.84
,303,102,3,3.7,3.6,9.08,0,0.51
,297,99,2,3.0,2.8,8.97,0,0.42
,306,102,2,2.8,3.0,8.49,0,0.55
,302,100,2,2.5,2.8,8.51,0,0.51
,304,98,1,1.9,2.2,8.05,1,0.52
,313,104,3,3.0,3.4,9.03,0,0.63
,293,96,2,3.1,2.7,9.25,0,0.37
,305,104,3,3.9,3.8,9.26,0,0.54
,305,101,2,2.9,3.0,8.72,0,0.53
,309,104,3,3.4,3.4,8.98,0,0.61
,317,104,3,3.2,3.7,9.02,1,0.69
,296,100,3,3.9,3.5,9.43,0,0.41
,311,102,3,2.8,3.3,8.79,1,0.62
,298,96,1,1.7,1.8,8.06,0,0.43
,301,97,1,1.7,1.9,7.78,1,0.48
,307,100,2,2.2,2.6,8.32,1,0.56
,314,105,4,3.7,4.0,9.3,0,0.67
,313,101,3,2.8,3.5,8.97,1,0.65
,307,102,3,2.8,3.3,8.78,1,0.61
,297,104,4,4.5,4.2,9.68,0,0.42
,305,101,2,2.6,2.7,8.47,0,0.53
,304,104,3,3.7,3.7,9.04,0,0.55
,301,96,1,1.7,2.1,8.18,1,0.48
,306,99,2,2.1,2.7,8.33,1,0.54
,326,106,4,3.8,4.4,9.69,1,0.77
,314,100,2,2.5,3.4,9.09,1,0.62
,306,104,3,3.6,3.5,9.04,0,0.56
,304,101,2,2.5,2.6,8.55,0,0.52
,297,99,3,3.5,3.2,9.21,0,0.41
,310,105,3,3.5,3.7,9.02,0,0.59
,296,99,3,3.7,3.4,9.31,0,0.41
,296,103,4,4.6,4.3,9.75,0,0.41
,294,95,1,1.8,1.7,8.38,0,0.38
,301,101,3,3.5,3.5,9.1,0,0.48
,304,99,2,2.5,3.0,8.63,0,0.56
,314,102,2,2.7,3.1,8.98,1,0.64
,308,101,2,2.3,2.6,8.27,1,0.57
,293,97,2,3.5,3.1,9.36,0,0.37
,325,104,4,3.7,4.4,9.73,1,0.77
,308,99,2,2.3,2.6,8.54,1,0.56
,298,98,2,2.5,2.4,8.72,0,0.43
,314,103,3,3.0,3.4,8.84,1,0.66
,320,104,3,3.4,4.0,9.43,1,0.73
,325,101,3,3.4,4.6,9.81,1,0.74
,323,104,3,3.4,4.1,9.58,1,0.73
,325,105,3,3.6,4.2,9.67,1,0.75
,311,102,2,3.0,3.3,8.8,1,0.61
,316,105,3,3.4,3.6,8.99,1,0.69
,300,98,2,2.1,2.1,8.26,0,0.46
,329,109,5,4.3,4.6,9.79,1,0.85
,305,106,4,4.2,4.1,9.41,0,0.55
,314,102,3,2.9,3.3,9.18,1,0.64
,308,101,2,2.7,3.2,8.6,0,0.58
,303,102,3,3.9,3.8,9.21,0,0.49
,312,100,2,2.6,3.3,9.12,1,0.58
,305,100,2,2.7,3.0,8.56,0,0.55
,312,105,3,3.4,3.5,8.9,0,0.65
,303,98,2,2.1,2.3,8.21,0,0.51
,332,105,4,4.1,4.7,9.88,1,0.82
,327,107,4,4.2,4.4,9.76,1,0.83
,329,104,4,4.0,4.6,9.85,1,0.81
,301,104,4,4.4,4.1,9.54,0,0.48
,328,106,4,3.9,4.5,9.77,1,0.8
,294,94,1,1.2,1.4,7.56,0,0.38
,294,98,2,3.6,3.2,9.4,0,0.38
,324,107,4,3.7,4.2,9.34,1,0.78
,323,105,4,3.7,4.3,9.56,1,0.74
,319,105,4,3.5,3.8,9.35,1,0.73
,299,103,4,4.4,4.2,9.6,0,0.44
,311,104,3,3.4,3.4,8.89,0,0.62
,294,100,3,4.3,4.0,9.67,0,0.37
,307,104,3,3.6,3.5,9.02,0,0.56
,316,102,3,2.8,3.8,9.26,1,0.65
,320,105,3,3.3,3.6,9.32,1,0.72
,297,97,2,2.5,2.3,8.65,0,0.42
,306,99,2,2.1,2.6,8.35,1,0.53
,302,105,4,4.5,4.3,9.62,0,0.47
,310,100,2,2.5,3.0,8.62,1,0.61
,323,106,4,3.7,4.3,9.6,1,0.76
,318,102,3,3.2,3.9,9.42,1,0.69
,313,102,2,2.6,3.2,8.63,1,0.62
,328,107,4,4.1,4.6,9.79,1,0.81
,334,106,5,4.4,4.9,9.9,1,0.85
,310,104,3,3.5,3.5,9.01,0,0.59
,294,100,4,4.5,4.0,9.72,0,0.38
,307,104,3,3.8,3.7,9.11,0,0.57
,312,102,2,2.7,3.1,8.52,1,0.64
,311,98,2,2.2,2.9,8.91,1,0.58
,309,99,2,2.2,3.0,8.65,1,0.57
,301,97,1,1.7,1.9,7.92,1,0.48
,307,103,3,3.4,3.5,8.98,0,0.56
,319,103,3,3.3,3.9,9.42,1,0.69
,329,108,5,4.3,4.7,9.82,1,0.85
,317,104,3,3.4,3.9,9.23,1,0.68
,315,103,3,3.1,3.6,9.1,1,0.65
,319,104,3,3.1,3.7,9.22,1,0.69
,309,101,2,2.4,3.0,8.52,1,0.59
,300,98,2,2.2,2.4,8.56,0,0.45
,308,99,2,2.0,2.6,8.41,1,0.53
,303,102,3,3.6,3.3,9.08,0,0.51
,330,109,5,4.4,4.6,9.81,1,0.85
,320,105,4,3.4,4.0,9.35,1,0.74
,299,100,3,3.4,3.1,9.05,0,0.45
,321,106,4,3.9,4.2,9.56,1,0.77
,298,106,4,4.8,4.6,9.78,0,0.42
,315,101,2,2.5,3.3,8.87,1,0.65
,319,103,3,3.5,4.1,9.46,1,0.74
,317,101,3,2.9,3.8,9.44,1,0.65
,297,98,2,2.9,2.8,8.87,0,0.43
,306,101,2,2.6,3.1,8.58,1,0.57
,312,101,2,2.7,3.4,9.0,1,0.63
,302,110,5,4.9,4.8,9.85,0,0.48
,314,101,3,3.0,3.8,9.24,1,0.66
,305,101,2,2.8,2.9,8.69,0,0.52
,322,105,4,3.7,4.2,9.57,1,0.74
,309,99,2,2.3,2.7,8.69,1,0.55
,297,104,4,4.7,4.5,9.75,0,0.42
,303,102,3,3.6,3.5,8.96,0,0.51
,311,100,2,2.3,2.9,8.58,1,0.58
,312,100,2,2.6,3.2,8.84,1,0.6
,300,96,1,1.6,2.0,8.16,1,0.45
,320,106,4,3.7,3.9,9.23,1,0.73
,306,110,5,4.8,4.7,9.73,0,0.56
,321,101,3,3.2,4.1,9.63,1,0.68
,334,112,5,4.7,4.8,9.86,1,0.9
,293,97,2,3.3,2.6,9.3,0,0.37
,299,116,5,5.0,5.0,9.91,0,0.44
,295,98,2,3.2,2.8,9.17,0,0.39
,300,99,3,3.2,3.3,8.95,0,0.47
,295,101,3,4.3,4.0,9.65,0,0.39
,295,99,3,4.1,3.6,9.5,0,0.39
,295,97,2,2.4,2.3,8.74,0,0.39
,325,103,3,3.4,4.3,9.76,1,0.75
,314,99,2,2.6,3.5,9.4,1,0.57
,316,104,3,3.5,3.8,9.11,1,0.68
,328,108,4,4.3,4.5,9.79,1,0.82
,305,101,2,2.6,2.8,8.59,0,0.54
,316,104,3,3.0,3.5,8.96,1,0.69
,302,98,1,1.9,2.2,8.15,1,0.5
,306,102,3,3.3,3.3,8.86,0,0.54
,302,100,2,2.6,3.0,8.8,0,0.51
,297,95,1,1.4,1.7,7.82,0,0.42
,298,99,2,3.0,2.8,8.94,0,0.44
,306,98,2,1.9,2.6,8.42,1,0.51
,299,99,2,2.7,2.7,8.67,0,0.46
,312,106,4,4.1,4.1,9.39,0,0.65
,308,100,2,2.3,2.6,8.48,1,0.57
,321,102,3,3.0,4.1,9.58,1,0.71
,337,114,5,4.9,4.9,9.9,1,0.94
,324,106,4,3.7,4.4,9.66,1,0.78
,304,107,4,4.4,4.2,9.48,0,0.52
,299,100,2,3.1,2.9,8.84,0,0.47
,315,102,2,2.7,3.3,8.99,1,0.65
,309,102,3,3.0,3.2,8.79,0,0.58
,294,98,2,3.5,3.1,9.27,0,0.39
,319,101,3,3.1,4.0,9.55,1,0.71
,308,99,2,2.3,2.8,8.51,1,0.56
,335,106,4,4.5,4.9,9.91,1,0.88
,297,98,2,2.9,2.7,8.82,0,0.42
,312,103,3,3.0,3.3,8.78,1,0.64
,338,114,5,4.9,5.0,9.92,1,0.93
,296,101,3,4.2,3.9,9.57,0,0.41
,292,95,1,2.6,2.1,9.12,0,0.36
,308,99,2,2.2,2.7,8.29,1,0.55
,313,99,2,2.2,3.2,9.09,1,0.6
,299,100,3,3.6,3.4,9.15,0,0.46
,322,107,4,3.8,3.9,9.39,1,0.79
,313,102,3,2.8,3.2,8.69,1,0.62
,294,96,2,2.6,2.1,8.84,0,0.38
,321,106,4,4.0,4.4,9.54,1,0.78
,325,108,4,4.0,4.1,9.57,1,0.8
,304,101,2,3.0,3.1,8.65,0,0.53
,311,102,2,2.6,3.2,8.75,1,0.61
,299,110,5,4.9,4.8,9.87,0,0.45
,303,104,4,4.2,3.9,9.29,0,0.53
,294,99,3,3.8,3.4,9.52,0,0.39
,320,103,3,3.2,4.0,9.45,1,0.68
,309,103,3,3.0,3.3,8.69,0,0.57
,300,98,2,2.2,2.5,8.68,0,0.45
,303,103,3,3.9,3.7,9.19,0,0.52
,298,102,3,4.1,3.9,9.47,0,0.44
,306,102,3,3.4,3.4,8.94,0,0.55
,303,104,4,4.2,3.9,9.37,0,0.5
,316,103,3,3.1,3.6,9.06,1,0.68
,315,101,2,2.6,3.1,9.03,1,0.62
,322,103,3,3.4,4.0,9.63,1,0.73
,303,100,2,2.6,2.8,8.5,0,0.52
,317,104,3,3.1,3.5,8.98,1,0.69
,308,106,4,4.0,3.9,9.17,0,0.59
,305,103,3,3.8,3.7,9.15,0,0.54
,332,105,4,4.3,4.8,9.88,1,0.85
,299,104,3,4.3,4.0,9.58,0,0.45
,331,108,4,4.4,4.7,9.82,1,0.84
,305,101,2,2.7,2.8,8.61,0,0.54
,327,109,5,4.3,4.5,9.65,1,0.84
,297,100,3,3.6,3.2,9.28,0,0.42
,299,98,2,2.2,2.3,8.44,0,0.46
,328,109,4,4.3,4.5,9.72,1,0.82
,307,102,3,3.0,3.0,8.66,0,0.56
,302,104,4,4.2,4.0,9.38,0,0.5
,312,102,3,2.7,3.2,8.76,1,0.63
,307,102,3,3.0,3.1,8.6,0,0.57
,305,98,2,2.1,2.5,8.31,1,0.53
,300,99,2,2.4,2.4,8.4,0,0.48
,311,113,5,4.9,4.8,9.78,0,0.63
,317,102,3,2.9,3.5,9.0,1,0.67
,302,102,3,3.3,3.2,8.92,0,0.5
,307,106,4,4.3,4.2,9.46,0,0.56
,319,106,4,3.8,4.0,9.26,1,0.73
,314,102,3,3.0,3.8,9.18,1,0.66
,297,95,1,1.5,1.7,7.78,0,0.42
,311,104,3,3.1,3.3,8.76,0,0.64
,320,105,3,3.5,3.8,9.42,1,0.72
,326,108,4,4.0,4.3,9.62,1,0.82
,298,97,1,2.0,2.0,8.34,0,0.43
,324,104,3,3.4,4.0,9.55,1,0.75
,303,101,2,3.0,3.0,8.77,0,0.51
,314,103,3,2.9,3.4,8.79,1,0.65
,315,103,3,2.9,3.4,9.04,1,0.66
,311,101,2,2.4,3.1,8.58,1,0.59
,329,104,4,4.0,4.7,9.86,1,0.82
,304,102,3,3.1,3.1,8.75,0,0.52
,304,101,3,3.2,3.3,8.88,0,0.52
,307,99,2,2.2,2.7,8.41,1,0.55
,316,104,3,3.0,3.3,8.92,1,0.67
,312,102,2,2.9,3.1,8.63,1,0.64
,327,106,4,4.1,4.4,9.76,1,0.81
,299,95,1,1.5,1.8,7.94,1,0.45
,322,105,4,3.6,4.2,9.56,1,0.76
,314,105,3,3.1,3.3,8.64,1,0.67
,307,99,2,2.3,3.0,8.7,1,0.54
,296,98,2,3.0,2.8,8.95,0,0.41
,304,101,2,3.3,3.4,9.02,0,0.53
,301,104,4,4.4,4.1,9.56,0,0.47
,307,100,2,2.4,2.8,8.5,0,0.54
,328,109,4,4.4,4.5,9.72,1,0.84
,307,106,4,4.1,3.9,9.28,0,0.62
,320,106,4,3.7,4.1,9.29,1,0.76
,296,98,2,3.2,2.8,9.05,0,0.41
,302,103,3,3.8,3.5,9.16,0,0.51
,326,107,4,3.9,4.2,9.6,1,0.8
,324,108,4,4.2,4.3,9.57,1,0.81
,307,100,2,2.3,2.7,8.3,1,0.55
,319,102,3,3.1,3.9,9.44,1,0.67
,292,96,2,3.2,2.6,9.32,0,0.36
,335,108,5,4.5,4.9,9.9,1,0.89
,305,106,4,4.2,4.0,9.31,0,0.54
,305,101,2,2.8,3.0,8.64,0,0.56
,313,104,3,3.5,3.8,9.15,1,0.67
,333,106,5,4.4,4.9,9.9,1,0.87
,303,97,1,1.8,2.4,8.14,1,0.5
,317,105,3,3.2,3.6,9.02,1,0.69
,306,101,2,2.4,2.6,8.32,0,0.56
,300,100,3,3.3,3.2,9.0,0,0.47
,309,102,2,3.0,3.2,8.68,0,0.6
,317,103,3,3.1,3.6,9.15,1,0.68
,334,107,4,4.5,4.9,9.91,1,0.87
,316,103,3,2.9,3.4,9.04,1,0.65
,311,103,2,2.7,3.0,8.53,1,0.63
,333,111,5,4.6,4.8,9.85,1,0.89
,323,106,4,3.6,4.1,9.42,1,0.75
,316,104,3,3.0,3.3,8.95,1,0.66
,315,101,2,2.7,3.7,9.21,1,0.62
,297,96,1,2.2,2.2,8.52,0,0.42
,304,103,3,3.5,3.5,9.11,0,0.52
,312,101,2,2.6,3.3,8.91,1,0.61
,303,102,3,3.3,3.2,8.96,0,0.49
,311,102,2,2.8,3.2,8.68,1,0.63
,295,96,1,1.9,1.8,8.15,0,0.4
,311,105,4,3.6,3.7,9.18,0,0.61
,293,97,2,3.6,2.8,9.37,0,0.37
,295,94,1,1.4,1.5,7.73,0,0.4
,312,103,2,3.1,3.6,8.86,1,0.62
,305,105,4,4.2,4.1,9.41,0,0.53
,312,102,2,2.5,2.9,8.63,1,0.62
,296,100,3,3.5,3.2,9.28,0,0.41
,307,103,3,3.8,3.8,9.03,0,0.57
,331,106,4,4.3,4.7,9.87,1,0.83
,314,103,3,2.8,3.3,8.87,1,0.64
,304,108,4,4.7,4.5,9.69,0,0.52
,320,105,4,3.5,3.9,9.25,1,0.72
,302,108,4,4.7,4.5,9.75,0,0.48
,303,103,3,3.6,3.4,9.07,0,0.5
,337,109,5,4.8,4.9,9.91,1,0.93
,296,100,3,4.2,3.9,9.57,0,0.4
,305,102,3,3.2,3.1,8.83,0,0.54
,299,110,5,4.9,4.8,9.85,0,0.44
,313,103,3,2.9,3.2,8.63,1,0.63
,300,106,4,4.7,4.5,9.73,0,0.45
,311,102,2,2.9,3.2,8.61,1,0.62
,318,101,3,3.0,4.0,9.48,1,0.66
,297,100,3,3.6,3.3,9.27,0,0.42
,295,96,2,2.6,2.3,8.71,0,0.39
,292,94,1,1.6,1.5,8.27,0,0.36
,307,101,2,2.7,3.1,8.7,0,0.55
,314,103,3,2.8,3.3,8.85,1,0.65
,307,101,2,2.6,2.9,8.54,0,0.56
,309,105,4,3.9,3.8,9.15,0,0.59
,312,106,3,3.4,3.6,8.91,0,0.65
,297,100,3,3.8,3.5,9.39,0,0.41
,318,107,4,3.9,4.0,9.29,0,0.74
,324,106,4,3.8,4.1,9.52,1,0.79
,310,104,3,3.5,3.6,9.09,0,0.6
,311,98,2,2.2,3.1,9.05,1,0.58
,297,101,3,3.8,3.4,9.31,0,0.43
,307,101,2,2.5,3.0,8.58,1,0.57
,320,103,3,3.4,4.0,9.56,1,0.7
,312,100,2,2.5,3.3,8.89,1,0.61
,319,106,4,3.8,4.1,9.36,1,0.75
,318,105,4,3.6,4.0,9.27,1,0.72
,316,103,3,3.0,3.4,9.02,1,0.66
,330,108,4,4.1,4.6,9.81,1,0.86
,332,111,5,4.5,4.7,9.81,1,0.88
,314,105,3,3.6,3.8,9.16,0,0.68
,307,100,2,2.4,2.6,8.67,0,0.55
,320,108,4,3.8,4.1,9.32,1,0.74
,298,99,2,2.6,2.4,8.6,0,0.45
,320,104,3,3.2,4.0,9.45,1,0.71
,303,101,3,3.3,3.2,8.91,0,0.51
,327,104,4,3.8,4.6,9.8,1,0.77
,310,99,2,2.3,3.2,8.94,1,0.58
,301,101,3,3.2,3.1,8.93,0,0.48
,304,99,2,2.1,2.5,8.37,1,0.51
,334,109,5,4.5,4.8,9.89,1,0.9
,298,99,2,2.5,2.3,8.51,0,0.44
,314,103,2,2.8,3.2,8.68,1,0.63
,306,106,4,4.4,4.2,9.51,0,0.54
,308,104,3,3.2,3.3,8.83,0,0.6
,310,101,2,2.4,2.9,8.41,1,0.59
,322,105,4,3.5,4.2,9.46,1,0.76
,328,108,4,4.2,4.5,9.74,1,0.83
,313,103,3,2.8,3.3,8.83,1,0.66
,302,106,4,4.4,4.3,9.49,0,0.49
,326,110,4,4.2,4.4,9.6,1,0.83
,302,96,1,1.6,2.0,7.93,1,0.46
,322,103,3,3.6,4.3,9.63,1,0.72
,306,99,2,2.2,2.4,8.34,1,0.56
,308,98,2,2.0,2.6,8.37,1,0.53
,306,104,3,3.7,3.6,9.12,0,0.55
,316,104,3,3.0,3.4,8.81,1,0.67
,292,94,1,1.5,1.5,8.25,0,0.36
,334,109,4,4.5,4.7,9.88,1,0.88
,305,98,2,2.0,2.4,8.2,1,0.52
,314,102,3,2.9,3.4,8.88,1,0.64
,302,100,2,2.5,2.6,8.38,0,0.49
,310,103,3,3.3,3.4,8.78,0,0.62
,314,104,3,3.0,3.3,8.76,1,0.65
,325,106,4,3.9,4.3,9.62,1,0.77
,317,105,3,3.0,3.5,8.91,1,0.66
,302,96,1,1.7,2.2,8.15,1,0.49
,320,107,4,3.8,3.9,9.36,1,0.73
,318,104,3,3.3,3.7,9.14,1,0.68
,338,110,5,4.8,5.0,9.92,1,0.94
,337,112,5,4.8,4.9,9.91,1,0.92
,317,105,4,3.5,3.7,9.11,1,0.72
,317,102,3,3.0,3.8,9.21,1,0.68
,316,101,3,3.0,3.7,9.25,1,0.64
,298,98,2,2.8,2.6,8.64,0,0.44
,337,110,5,4.7,4.9,9.91,1,0.91
,309,101,2,2.6,3.2,8.78,1,0.59
,305,99,2,2.3,2.6,8.37,0,0.54
,307,99,2,2.0,2.6,8.43,1,0.55
,310,104,4,3.9,3.9,9.28,0,0.59
,303,102,3,3.2,3.3,9.01,0,0.51
,318,105,4,3.5,4.0,9.44,1,0.7
,311,102,3,2.9,3.3,8.95,1,0.65
,302,102,3,3.4,3.4,8.96,0,0.49
,323,104,4,3.7,4.2,9.6,1,0.77
,310,104,3,3.2,3.4,8.73,0,0.61
,321,106,4,3.7,3.9,9.3,1,0.74
,333,112,5,4.7,4.8,9.85,1,0.9
,320,104,3,3.3,4.0,9.29,1,0.72
,336,113,5,4.8,4.9,9.89,1,0.92
,308,97,1,1.8,2.9,8.77,1,0.53
,323,106,4,3.8,4.1,9.61,1,0.76
,308,100,2,2.3,2.6,8.32,1,0.58
,318,104,3,3.1,3.7,9.1,1,0.7
,319,100,3,3.0,4.2,9.63,1,0.68
,302,103,3,3.9,3.6,9.27,0,0.49
,312,99,2,2.5,3.4,9.12,1,0.61
,307,106,4,4.0,3.8,9.32,0,0.57
,311,104,3,3.3,3.5,9.0,0,0.63
,309,101,2,2.7,3.1,8.85,1,0.6
,328,106,4,4.0,4.5,9.79,1,0.82
,301,98,1,2.0,2.2,8.14,0,0.47
,314,104,3,3.0,3.3,8.77,1,0.66
,319,104,3,3.4,3.9,9.38,1,0.68
,300,100,3,3.4,3.2,9.01,0,0.46
,304,100,2,2.9,3.0,8.54,0,0.53
,305,100,2,2.6,2.9,8.53,0,0.54
,300,97,1,1.8,2.0,8.16,0,0.46
,320,103,3,3.1,3.8,9.38,1,0.69
,298,97,1,1.8,1.9,8.09,0,0.44
,303,103,3,3.7,3.6,9.2,0,0.49
,315,104,3,3.3,3.5,8.97,1,0.69
,313,107,4,3.9,4.2,9.41,0,0.64
,311,103,3,3.3,3.6,8.94,0,0.64
,311,109,4,4.5,4.4,9.44,0,0.63
,308,102,3,3.2,3.4,8.78,0,0.59
,322,105,4,3.7,4.1,9.54,1,0.74
,322,107,4,4.0,4.3,9.61,1,0.79
,305,112,5,4.9,4.9,9.87,0,0.51
,302,99,2,2.4,2.5,8.32,0,0.49
,319,102,3,3.1,3.9,9.5,1,0.67
,322,107,4,3.6,3.9,9.38,1,0.74
,297,102,4,4.5,4.1,9.62,0,0.42
,292,95,2,3.2,2.8,9.36,0,0.36
,301,99,2,2.7,2.9,8.78,0,0.49
,296,97,1,2.1,2.0,8.38,0,0.41
,301,97,1,2.0,2.4,8.33,0,0.48
,301,97,1,2.0,2.3,8.28,0,0.46
,296,103,4,4.7,4.3,9.72,0,0.4
,302,103,4,4.0,3.9,9.28,0,0.5
,321,103,3,3.1,3.9,9.46,1,0.72
,319,101,3,2.9,4.1,9.58,1,0.66
,301,101,3,3.2,2.9,8.9,0,0.48
,300,97,1,1.9,2.1,8.22,0,0.47
,311,101,2,2.6,3.1,8.81,1,0.6
,312,101,2,2.6,3.2,8.8,1,0.63
,315,101,2,2.5,3.3,8.91,1,0.63
,320,107,4,3.9,4.0,9.29,1,0.73
,315,103,3,2.9,3.6,9.03,1,0.66
,300,105,4,4.7,4.5,9.73,0,0.45
,326,108,4,4.0,4.3,9.69,1,0.82
,299,98,2,2.1,2.2,8.34,0,0.44
,297,96,1,1.9,2.0,8.4,0,0.41
,339,115,5,4.9,5.0,9.92,1,0.95
,300,98,2,2.0,2.2,8.3,0,0.46
,306,101,2,2.7,3.0,8.61,0,0.55
,303,100,2,2.7,2.8,8.55,0,0.5
,319,107,4,3.9,4.2,9.3,1,0.76
,312,103,3,2.8,3.4,8.76,1,0.63
,317,103,2,2.8,3.4,9.05,1,0.65
,319,107,4,4.0,4.2,9.43,1,0.75
,317,103,3,3.2,3.6,9.21,1,0.7
,312,101,2,2.5,3.3,9.02,1,0.62
,315,100,2,2.7,3.6,9.31,1,0.62
,301,97,1,1.8,2.0,8.03,0,0.47
,301,102,3,3.8,3.7,9.29,0,0.48
,318,99,2,2.6,3.9,9.56,1,0.63
,301,99,2,2.3,2.5,8.28,0,0.49
,306,100,2,2.3,2.6,8.34,1,0.54
,292,100,4,4.7,4.4,9.83,0,0.36
,316,99,2,2.6,3.7,9.48,1,0.64
,298,102,4,4.4,4.1,9.59,0,0.43
,331,108,5,4.3,4.7,9.81,1,0.86
,323,109,4,4.1,4.3,9.41,1,0.79
,322,105,3,3.6,4.0,9.52,1,0.73
,326,107,4,4.1,4.4,9.71,1,0.83
,319,104,3,3.3,3.9,9.38,1,0.7
,310,105,4,4.0,3.9,9.28,0,0.6
,299,101,3,4.0,3.5,9.36,0,0.44
,328,108,4,4.0,4.4,9.74,1,0.82
,327,108,4,4.0,4.3,9.63,1,0.81
,331,105,4,4.0,4.6,9.83,1,0.81
,304,96,1,1.7,2.2,8.4,1,0.49
,310,106,4,3.8,3.8,9.16,0,0.59
,304,102,3,3.1,3.1,8.82,0,0.52
,304,102,3,3.5,3.4,8.95,0,0.53
,300,99,2,2.5,2.5,8.6,0,0.46
,322,107,4,3.7,4.1,9.29,1,0.75
,309,104,3,3.6,3.6,9.04,0,0.6
,303,103,3,3.7,3.6,9.18,0,0.52
,318,105,4,3.7,3.9,9.26,1,0.73
,308,101,2,2.5,2.8,8.5,1,0.58
,294,96,1,2.1,2.1,8.51,0,0.39
,316,106,4,3.6,3.8,9.12,0,0.68
,322,107,4,3.7,4.1,9.46,1,0.75
,318,104,3,3.3,3.8,9.25,1,0.71
,309,101,2,2.3,2.8,8.46,1,0.58
,317,104,3,3.1,3.4,9.03,1,0.7
,330,108,4,4.3,4.5,9.81,1,0.84
,307,110,5,4.8,4.7,9.73,0,0.55
,335,106,5,4.5,4.9,9.91,1,0.87
,305,100,2,2.7,3.0,8.65,0,0.53
,313,105,3,3.6,3.7,8.93,0,0.67
,304,96,1,1.6,2.2,8.21,1,0.48
,310,99,2,2.3,2.9,8.85,1,0.55
,297,98,2,2.4,2.3,8.56,0,0.43
,320,108,4,3.9,4.0,9.26,1,0.76
,309,101,2,2.6,3.1,8.53,1,0.59
,300,97,1,1.7,2.0,8.15,0,0.45
,316,103,3,3.0,3.4,9.1,1,0.66
,304,102,3,3.2,3.3,9.02,0,0.5
,301,102,3,3.9,3.8,9.22,0,0.49
,331,106,4,4.1,4.7,9.85,1,0.84
,307,101,3,3.3,3.4,8.93,0,0.6
,310,99,2,2.5,2.9,8.93,1,0.61
,331,106,4,4.2,4.7,9.86,1,0.84
,324,107,4,4.1,4.3,9.65,1,0.82
,322,106,4,3.6,4.2,9.46,1,0.76
,301,100,2,3.0,3.0,8.79,0,0.49
,304,100,2,2.7,2.7,8.59,0,0.52
,321,105,3,3.2,4.0,9.42,1,0.7
,315,101,2,2.6,3.3,9.0,1,0.64
,302,101,3,3.4,3.3,8.99,0,0.48
,315,103,3,2.9,3.4,8.88,1,0.67
,294,96,2,2.4,2.2,8.76,0,0.39
,298,99,2,3.2,3.1,9.02,0,0.44
,317,102,2,2.8,3.5,9.11,1,0.68
,303,104,3,4.2,4.0,9.52,0,0.49
,331,108,5,4.5,4.8,9.86,1,0.86
,330,104,4,3.9,4.7,9.85,1,0.83
,317,102,3,3.2,3.7,9.28,1,0.68
,311,104,3,3.1,3.3,8.79,0,0.61
,313,105,3,3.4,3.8,9.11,0,0.65
,338,114,5,4.8,4.9,9.91,1,0.94
,336,113,5,4.7,4.9,9.88,1,0.92
,326,104,4,3.8,4.4,9.75,1,0.78
,331,108,5,4.1,4.7,9.82,1,0.87
,313,99,2,2.4,3.2,9.0,1,0.58
,307,103,3,3.3,3.5,8.85,0,0.57
,302,97,1,1.7,2.1,8.06,1,0.48
,311,100,2,2.4,3.1,8.93,1,0.59
,323,104,3,3.3,4.1,9.61,1,0.74
,317,105,3,3.4,3.5,9.09,1,0.71
,296,105,5,4.9,4.7,9.83,0,0.41
,310,101,2,2.3,2.8,8.53,1,0.59
,325,103,4,3.7,4.5,9.8,1,0.74
,305,98,2,2.1,2.4,8.42,0,0.51
,318,103,3,2.9,3.6,9.3,1,0.7
,321,103,3,3.3,3.9,9.54,1,0.7
,315,103,3,2.9,3.5,8.96,1,0.65
,337,114,5,4.9,5.0,9.91,1,0.93
,311,101,2,2.5,3.2,8.6,1,0.61
,339,113,5,4.9,5.0,9.92,1,0.95
,320,105,4,3.3,3.9,9.25,1,0.71
,315,107,4,4.2,4.2,9.42,0,0.68
,302,99,2,2.4,2.5,8.56,0,0.49
,317,104,3,3.4,3.8,9.18,1,0.68
,321,107,4,3.9,4.2,9.48,1,0.77
,311,101,2,2.4,3.1,8.57,1,0.61
,303,96,1,1.7,2.2,8.27,1,0.48
,315,101,2,2.8,3.5,9.17,1,0.65
,323,103,3,3.1,4.0,9.4,1,0.72
,314,103,2,2.8,3.2,8.72,1,0.64
